time,P,G(i),H_sun,T2m,WS10m,Int
20200722:0802,335.76,74.22,22.28,12.32,1.1,0
20200722:0902,187.44,55.73,29.72,13.79,1.03,0
20200722:1002,659.4,175.37,34.42,14.99,1.52,0
20200722:1102,1212.06,265.28,35.67,15.84,2.41,0
20200722:1202,1597.44,321.13,33.22,16.06,3.17,0
20200722:1302,1672.26,329.45,27.53,16.14,3.31,0
20200722:1402,1424.28,285.22,19.38,16.13,3.24,0
20200722:1502,150.9,40.73,9.53,15.77,2.76,0
20200722:1602,0,0,0,14.75,2.76,0
20200722:1702,0,0,0,13.67,2.97,0
20200722:1802,0,0,0,12.74,3.1,0
20200722:1902,0,0,0,12.64,3.31,0
20200722:2002,0,0,0,12.35,3.45,0
20200722:2102,0,0,0,12.11,3.38,0
20200722:2202,0,0,0,11.53,3.03,0
20200722:2302,0,0,0,10.6,2.62,0
20200723:0002,0,0,0,9.72,2.28,0
20200723:0102,0,0,0,9.03,2.14,0
20200723:0202,0,0,0,9.04,2.28,0
20200723:0302,0,0,0,9.36,2.69,0
20200723:0402,0,0,0,9.5,2.76,0
20200723:0502,0,0,0,9.53,2.62,0
20200723:0602,7.02,8.15,2.38,9.33,2.28,0
20200723:0702,218.76,52.49,13.05,9.78,1.93,0
20200723:0802,306.3,68.78,22.44,11.81,1.59,0
20200723:0902,173.34,55.26,29.89,14.46,1.59,0
20200723:1002,641.52,174.91,34.61,16.43,1.38,0
20200723:1102,1208.58,268.62,35.87,18.19,1.03,0
20200723:1202,1574.04,325.11,33.42,19.41,0.69,0
20200723:1302,1646.52,334.98,27.71,20.09,0.48,0
20200723:1402,1409.28,290.48,19.54,20.26,0.76,0
20200723:1502,152.16,41.63,9.67,19.7,1.24,0
20200723:1602,0,0,0,18.45,1.59,0
20200723:1702,0,0,0,15.96,1.79,0
20200723:1802,0,0,0,14.37,1.93,0
20200723:1902,0,0,0,13.34,2,0
20200723:2002,0,0,0,12.03,2.21,0
20200723:2102,0,0,0,10.67,2.41,0
20200723:2202,0,0,0,9.89,2.48,0
20200723:2302,0,0,0,9.43,2.55,0
20200724:0002,0,0,0,9.42,2.76,0
20200724:0102,0,0,0,9.75,3.03,0
20200724:0202,0,0,0,10.51,3.52,0
20200724:0302,0,0,0,11.46,3.93,0
20200724:0402,0,0,0,12.26,4,0
20200724:0502,0,0,0,12.5,3.93,0
20200724:0602,9.66,9.05,2.5,12.4,3.79,0
20200724:0702,233.76,56.11,13.19,14.16,3.86,0
20200724:0802,347.4,77.84,22.6,17.94,3.79,0
20200724:0902,218.64,66.41,30.08,20.41,3.66,0
20200724:1002,674.46,181.93,34.81,21.65,3.93,0
20200724:1102,1230.06,273.67,36.07,22.27,4.21,0
20200724:1202,1607.82,330.14,33.62,22.51,4.28,0
20200724:1302,1683.78,338.42,27.89,22.16,3.93,0
20200724:1402,1432.98,291.61,19.7,21.38,3.66,0
20200724:1502,174.96,46.16,9.81,20.07,2.97,0
20200724:1602,0,0,0,18.49,2.41,0
20200724:1702,0,0,0,16,2,0
20200724:1802,0,0,0,14.37,1.86,0
20200724:1902,0,0,0,16.51,0.69,0
20200724:2002,0,0,0,15.84,0.41,0
20200724:2102,0,0,0,15.31,0.14,0
20200724:2202,0,0,0,14.88,0.62,0
20200724:2302,0,0,0,14.49,1.38,0
20200725:0002,0,0,0,11.52,1.93,0
20200725:0102,0,0,0,11.25,2.07,0
20200725:0202,0,0,0,12.11,1.79,0
20200725:0302,0,0,0,13.02,1.52,0
20200725:0402,0,0,0,12.89,1.45,0
20200725:0502,0,0,0,10.64,1.79,0
20200725:0602,0,5.43,2.63,9.5,2.14,0
20200725:0702,417.12,87.79,13.33,10.51,2.14,0
20200725:0802,573.9,116.75,22.76,14.86,2.14,0
20200725:0902,222,67.98,30.26,16.68,2.55,0
20200725:1002,692.34,182.57,35.02,17.77,3.17,0
20200725:1102,1260.54,273.66,36.28,18.21,3.59,0
20200725:1202,1634.88,328.96,33.82,18.24,3.59,0
20200725:1302,1715.1,337.44,28.07,17.85,3.52,0
20200725:1402,1458,290.45,19.86,17.14,3.24,0
20200725:1502,173.7,45.25,9.96,16.31,2.48,0
20200725:1602,0,0,0,15.28,1.93,0
20200725:1702,0,0,0,14,1.52,0
20200725:1802,0,0,0,12.46,1.72,0
20200725:1902,0,0,0,11.54,2.28,0
20200725:2002,0,0,0,11.67,2.41,0
20200725:2102,0,0,0,11.89,2.14,0
20200725:2202,0,0,0,11.69,1.72,0
20200725:2302,0,0,0,12.1,1.31,0
20200726:0002,0,0,0,11.93,2.34,0
20200726:0102,0,0,0,13.11,3.17,0
20200726:0202,0,0,0,13.25,3.1,0
20200726:0302,0,0,0,13.17,2.97,0
20200726:0402,0,0,0,12.91,3.38,0
20200726:0502,0,0,0,12.55,4.28,0
20200726:0602,0,2.72,2.76,12.57,4.69,0
20200726:0702,365.4,79.65,13.48,13.67,4.69,0
20200726:0802,837.9,161.1,22.93,14.36,5.17,0
20200726:0902,401.52,99.14,30.46,14.79,5.45,0
20200726:1002,830.88,199.19,35.23,15.07,5.38,0
20200726:1102,1329.96,280.35,36.5,15.5,5.52,0
20200726:1202,1703.28,333.61,34.03,15.8,5.72,0
20200726:1302,1768.8,339.84,28.26,15.78,6.07,0
20200726:1402,1500.72,292.49,20.03,15.34,6.34,0
20200726:1502,170.76,44.35,10.1,14.67,6.28,0
20200726:1602,0,0,0,13.61,6.48,0
20200726:1702,0,0,0,12.9,7.03,0
20200726:1802,0,0,0,12.52,7.31,0
20200726:1902,0,0,0,12.54,7.38,0
20200726:2002,0,0,0,12.26,6.97,0
20200726:2102,0,0,0,12.03,6.48,0
20200726:2202,0,0,0,11.77,5.93,0
20200726:2302,0,0,0,11.38,5.45,0
20200727:0002,0,0,0,10.98,5.1,0
20200727:0102,0,0,0,10.75,4.76,0
20200727:0202,0,0,0,10.43,4.55,0
20200727:0302,0,0,0,10.09,4.34,0
20200727:0402,0,0,0,9.72,4.21,0
20200727:0502,0,0,0,9.37,4.14,0
20200727:0602,13.02,9.96,2.89,9.07,4,0
20200727:0702,224.22,53.4,13.64,9.56,3.17,0
20200727:0802,347.7,76.03,23.11,11.8,3.03,0
20200727:0902,210.54,69.71,30.65,13.55,2.97,0
20200727:1002,724.44,188.87,35.45,14.99,2.69,0
20200727:1102,1345.14,286.46,36.72,16.27,2.55,0
20200727:1202,1716.42,342.83,34.24,17.26,2.62,0
20200727:1302,1791.54,351.15,28.45,17.89,2.9,0
20200727:1402,1542.84,307.12,20.2,17.98,2.83,0
20200727:1502,168.06,44.35,10.25,17.39,2.76,0
20200727:1602,0,0,0,16.14,2.97,0
20200727:1702,0,0,0,14.74,2.97,0
20200727:1802,0,0,0,13.49,3.03,0
20200727:1902,0,0,0,12.3,3.03,0
20200727:2002,0,0,0,11.44,2.97,0
20200727:2102,0,0,0,10.76,2.9,0
20200727:2202,0,0,0,10.46,3.17,0
20200727:2302,0,0,0,10.57,3.59,0
20200728:0002,0,0,0,10.94,4.07,0
20200728:0102,0,0,0,11.27,4.41,0
20200728:0202,0,0,0,11.51,4.69,0
20200728:0302,0,0,0,11.71,4.97,0
20200728:0402,0,0,0,11.88,5.24,0
20200728:0502,0,0,0,12.07,5.31,0
20200728:0602,19.14,11.77,3.03,12.07,5.38,0
20200728:0702,366.36,79.65,13.8,13.3,5.86,0
20200728:0802,504.24,104.08,23.29,14.5,6.34,0
20200728:0902,860.52,174,30.86,15.24,6.97,0
20200728:1002,1094.82,233.38,35.67,15.53,7.17,0
20200728:1102,1476.72,272.1,36.95,15.53,7.24,0
20200728:1202,1687.8,311.89,34.46,15.56,7.17,0
20200728:1302,1625.58,303.08,28.65,15.35,6.76,0
20200728:1402,1569.06,304.23,20.37,15.03,6.41,0
20200728:1502,268.08,62.45,10.4,14.58,5.79,0
20200728:1602,0,0,0,13.85,5.38,0
20200728:1702,0,0,0,13.23,4.83,0
20200728:1802,0,0,0,12.71,4.21,0
20200728:1902,0,0,0,12.07,2.83,0
20200728:2002,0,0,0,11.09,2.62,0
20200728:2102,0,0,0,10.03,2.55,0
20200728:2202,0,0,0,9.3,2.34,0
20200728:2302,0,0,0,9.48,2.07,0
20200729:0002,0,0,0,9.82,1.86,0
20200729:0102,0,0,0,10.11,1.59,0
20200729:0202,0,0,0,10.34,1.45,0
20200729:0302,0,0,0,10.78,1.31,0
20200729:0402,0,0,0,10.44,0.97,0
20200729:0502,0,0,0,10.21,0.9,0
20200729:0602,26.28,13.58,3.18,9.95,1.03,0
20200729:0702,232.14,55.21,13.96,10.87,0.9,0
20200729:0802,722.22,142.1,23.48,13.45,0.48,0
20200729:0902,941.52,189.33,31.07,15.3,0.41,0
20200729:1002,1204.56,250.22,35.9,16.17,0.83,0
20200729:1102,1620.48,312.23,37.18,16.74,1.72,0
20200729:1202,1308.48,246.39,34.68,16.86,2.21,0
20200729:1302,1239.18,234.73,28.85,16.84,2.62,0
20200729:1402,1519.32,298.74,20.54,16.6,2.34,0
20200729:1502,136.74,38.01,10.55,16.17,1.79,0
20200729:1602,0,0,0,15.37,1.59,0
20200729:1702,0,0,0,14.27,1.66,0
20200729:1802,0,0,0,12.96,1.38,0
20200729:1902,0,0,0,13.21,1.24,0
20200729:2002,0,0,0,12.97,1.24,0
20200729:2102,0,0,0,11.5,1.66,0
20200729:2202,0,0,0,11.07,2.07,0
20200729:2302,0,0,0,10.44,2.07,0
20200730:0002,0,0,0,10.73,1.52,0
20200730:0102,0,0,0,10.48,1.38,0
20200730:0202,0,0,0,10.08,1.1,0
20200730:0302,0,0,0,10.02,1.03,0
20200730:0402,0,0,0,9.34,1.31,0
20200730:0502,0,0,0,9.63,1.66,0
20200730:0602,37.44,16.29,3.33,9.56,1.79,0
20200730:0702,446.46,93.22,14.13,11.39,1.86,0
20200730:0802,358.32,78.74,23.67,14.2,1.86,0
20200730:0902,937.26,189.07,31.28,15.66,1.59,0
20200730:1002,1415.52,270.01,36.13,16.51,0.97,0
20200730:1102,1629.54,312.25,37.42,16.97,0.97,0
20200730:1202,1744.86,337.31,34.9,17.19,1.31,0
20200730:1302,1719.66,330.99,29.05,17.23,1.59,0
20200730:1402,1435.26,280.78,20.72,17.04,1.93,0
20200730:1502,182.94,47.06,10.7,16.46,2.14,0
20200730:1602,0,0,0,15.34,2.28,0
20200730:1702,0,0,0,14.32,2.41,0
20200730:1802,0,0,0,13.27,2.41,0
20200730:1902,0,0,0,12.43,2.48,0
20200730:2002,0,0,0,11.51,2.34,0
20200730:2102,0,0,0,10.91,2.21,0
20200730:2202,0,0,0,10.48,2.21,0
20200730:2302,0,0,0,10.3,2,0
20200731:0002,0,0,0,9.99,2,0
20200731:0102,0,0,0,9.71,2.07,0
20200731:0202,0,0,0,9.25,2.21,0
20200731:0302,0,0,0,9.15,2.21,0
20200731:0402,0,0,0,9.19,2.07,0
20200731:0502,0,0,0,9.38,1.86,0
20200731:0602,30.06,14.48,3.48,9.23,1.79,0
20200731:0702,222.66,53.4,14.31,10.68,1.59,0
20200731:0802,336.96,75.12,23.87,14.62,1.1,0
20200731:0902,225.3,80.5,31.51,16.28,1.03,0
20200731:1002,787.14,201.82,36.37,17.22,0.76,0
20200731:1102,1400.46,298.88,37.66,17.82,0.76,0
20200731:1202,1784.76,356.87,35.13,18.2,0.97,0
20200731:1302,1864.02,365.42,29.25,18.34,1.45,0
20200731:1402,1628.64,321.34,20.89,18.07,2.28,0
20200731:1502,187.02,47.97,10.86,17.14,2.62,0
20200731:1602,0,0,0,15.66,2.69,0
20200731:1702,0,0,0,14.44,2.76,0
20200731:1802,0,0,0,13.42,2.83,0
20200731:1902,0,0,0,13.07,2.97,0
20200731:2002,0,0,0,12.26,2.76,0
20200731:2102,0,0,0,11.25,2.48,0
20200731:2202,0,0,0,10.28,2.48,0
20200731:2302,0,0,0,9.52,2.48,0
20200801:0002,0,0,0,8.95,2.48,0
20200801:0102,0,0,0,8.55,2.55,0
20200801:0202,0,0,0,8.32,2.69,0
20200801:0302,0,0,0,8.34,2.83,0
20200801:0402,0,0,0,8.65,3.03,0
20200801:0502,0,0,0,9.05,3.24,0
20200801:0602,45.18,18.1,3.65,9.54,3.31,0
20200801:0702,217.14,52.49,14.49,11.42,2.97,0
20200801:0802,328.5,73.31,24.07,14.15,3.17,0
20200801:0902,223.92,82.73,31.73,16.05,3.38,0
20200801:1002,830.22,208.94,36.61,17.47,3.59,0
20200801:1102,1466.7,308.41,37.91,18.51,3.38,0
20200801:1202,1849.74,366.46,35.36,19.48,2.83,0
20200801:1302,1919.16,375.6,29.46,20.15,2.55,0
20200801:1402,1683.36,333.94,21.07,20.27,2.62,0
20200801:1502,184.68,47.97,11.01,19.59,2.55,0
20200801:1602,0,0,0,18.43,2.55,0
20200801:1702,0,0,0,16.37,2.28,0
20200801:1802,0,0,0,14.07,2.07,0
20200801:1902,0,0,0,12.25,2.07,0
20200801:2002,0,0,0,11.14,1.93,0
20200801:2102,0,0,0,10.73,1.72,0
20200801:2202,0,0,0,11.04,1.59,0
20200801:2302,0,0,0,11.76,1.52,0
20200802:0002,0,0,0,11.7,1.66,0
20200802:0102,0,0,0,11.04,2,0
20200802:0202,0,0,0,10.22,2.34,0
20200802:0302,0,0,0,9.44,2.83,0
20200802:0402,0,0,0,9.47,3.24,0
20200802:0502,0,0,0,9.93,3.66,0
20200802:0602,44.88,18.1,3.81,10.62,4,0
20200802:0702,269.82,62.45,14.67,13.09,3.93,0
20200802:0802,371.04,81.46,24.28,16.01,3.79,0
20200802:0902,279.6,93.06,31.96,17.83,4,0
20200802:1002,858.96,212.26,36.86,18.97,4.21,0
20200802:1102,1473.24,308.21,38.16,19.71,4.14,0
20200802:1202,1845.48,363.58,35.6,20.15,3.93,0
20200802:1302,1909.32,371.1,29.67,20.15,3.59,0
20200802:1402,1661.46,327.39,21.25,19.71,2.83,0
20200802:1502,204.12,51.59,11.17,18.86,2.28,0
20200802:1602,0,0,0,17.71,2.28,0
20200802:1702,0,0,0,16.02,2.28,0
20200802:1802,0,0,0,13.97,2.28,0
20200802:1902,0,0,0,13.55,1.45,0
20200802:2002,0,0,0,12.74,1.59,0
20200802:2102,0,0,0,11.78,1.72,0
20200802:2202,0,0,0,10.72,2,0
20200802:2302,0,0,0,9.89,2.28,0
20200803:0002,0,0,0,9.61,2.28,0
20200803:0102,0,0,0,10.18,1.93,0
20200803:0202,0,0,0,10.38,1.79,0
20200803:0302,0,0,0,9.77,2,0
20200803:0402,0,0,0,9.26,2.07,0
20200803:0502,0,0,0,8.94,2.14,0
20200803:0602,49.26,19.01,3.98,9.01,2.28,0
20200803:0702,445.92,93.22,14.86,11.88,2.69,0
20200803:0802,582.6,117.66,24.49,13.86,2.76,0
20200803:0902,1034.94,206.5,32.2,15.68,3.38,0
20200803:1002,1466.46,284.92,37.12,16.76,3.79,0
20200803:1102,1694.52,326.65,38.42,17.36,4.07,0
20200803:1202,1801.2,337.73,35.84,17.54,4.21,0
20200803:1302,1872.48,355.56,29.88,17.51,4.14,0
20200803:1402,1519.62,292.53,21.44,17.48,3.86,0
20200803:1502,308.94,70.59,11.33,16.97,3.24,0
20200803:1602,0,0,0,15.94,2.83,0
20200803:1702,0,0,0,15.21,2.55,0
20200803:1802,0,0,0,14.59,2.76,0
20200803:1902,0,0,0,14.14,2.9,0
20200803:2002,0,0,0,14.17,3.59,0
20200803:2102,0,0,0,14.14,3.93,0
20200803:2202,0,0,0,13.96,4.34,0
20200803:2302,0,0,0,13.61,4.41,0
20200804:0002,0,0,0,13.18,4.62,0
20200804:0102,0,0,0,12.56,4.83,0
20200804:0202,0,0,0,12.18,5.24,0
20200804:0302,0,0,0,11.78,5.72,0
20200804:0402,0,0,0,11.53,6.14,0
20200804:0502,0,0,0,11.32,6.28,0
20200804:0602,40.92,17.2,4.16,11.07,5.86,0
20200804:0702,343.08,75.12,15.06,12.02,6.76,0
20200804:0802,947.34,177.39,24.71,12.03,7.66,0
20200804:0902,403.62,113.44,32.44,11.89,7.59,0
20200804:1002,1018.08,189.38,37.38,12.16,7.38,0
20200804:1102,1781.46,333.24,38.68,12.17,7.03,0
20200804:1202,683.04,133.38,36.08,12.21,6.83,0
20200804:1302,1391.94,253.37,30.1,12.03,6.69,0
20200804:1402,1803.36,336.28,21.62,11.56,6.55,0
20200804:1502,159.54,41.63,11.48,11.19,6.34,0
20200804:1602,0,0,0,10.63,5.93,0
20200804:1702,0,0,0,10.15,5.66,0
20200804:1802,0,0,0,9.86,5.66,0
20200804:1902,0,0,0,9.99,5.93,0
20200804:2002,0,0,0,9.88,5.86,0
20200804:2102,0,0,0,9.61,5.66,0
20200804:2202,0,0,0,9.37,5.38,0
20200804:2302,0,0,0,9.15,5.1,0
20200805:0002,0,0,0,9.01,4.97,0
20200805:0102,0,0,0,8.94,4.83,0
20200805:0202,0,0,0,8.84,4.83,0
20200805:0302,0,0,0,8.75,4.9,0
20200805:0402,0,0,0,8.56,4.76,0
20200805:0502,0,0,0,8.52,4.76,0
20200805:0602,45.42,18.1,4.34,8.6,4.69,0
20200805:0702,254.52,58.83,15.26,9.55,4.62,0
20200805:0802,350.04,76.03,24.93,10.82,5.31,0
20200805:0902,321.72,103.9,32.69,11.73,5.31,0
20200805:1002,971.7,226.12,37.64,12.44,5.45,0
20200805:1102,1629.84,323.96,38.94,12.79,5.66,0
20200805:1202,2025.96,380.44,36.33,12.98,5.86,0
20200805:1302,2102.28,388.76,30.31,13,6,0
20200805:1402,1862.04,349,21.81,12.87,5.93,0
20200805:1502,286.14,65.16,11.64,12.42,5.52,0
20200805:1602,0,0,0,11.46,5.24,0
20200805:1702,0,0,0,10.7,5.1,0
20200805:1802,0,0,0,10.2,4.83,0
20200805:1902,0,0,0,9.94,4.34,0
20200805:2002,0,0,0,9.68,3.79,0
20200805:2102,0,0,0,9.37,3.52,0
20200805:2202,0,0,0,9.24,3.17,0
20200805:2302,0,0,0,8.77,2.76,0
20200806:0002,0,0,0,8.28,2.55,0
20200806:0102,0,0,0,7.53,2.34,0
20200806:0202,0,0,0,7.07,2.14,0
20200806:0302,0,0,0,6.83,2.21,0
20200806:0402,0,0,0,6.76,2.21,0
20200806:0502,0,0,0,6.68,2.28,0
20200806:0602,7.2,8.15,4.52,6.94,2.14,0
20200806:0702,513.9,104.08,15.46,9.54,1.72,0
20200806:0802,728.64,142.1,25.16,12.13,1.24,0
20200806:0902,1005,203.97,32.95,12.88,1.86,0
20200806:1002,969.36,226.96,37.91,13.38,2.34,0
20200806:1102,1772.82,327.38,39.21,13.89,2.69,0
20200806:1202,1842.18,339.57,36.58,14.39,2.9,0
20200806:1302,1398.66,259.06,30.53,14.5,3.17,0
20200806:1402,1471.38,276.83,22,14.45,3.45,0
20200806:1502,156.84,41.63,11.8,14.16,3.1,0
20200806:1602,0,0,0,13.29,2.69,0
20200806:1702,0,0,0,12.34,2.69,0
20200806:1802,0,0,0,11.39,2.48,0
20200806:1902,0,0,0,9.93,2.07,0
20200806:2002,0,0,0,9.24,2.07,0
20200806:2102,0,0,0,9.1,1.93,0
20200806:2202,0,0,0,8.73,1.93,0
20200806:2302,0,0,0,7.94,2.07,0
20200807:0002,0,0,0,7.19,2.28,0
20200807:0102,0,0,0,7.04,2.28,0
20200807:0202,0,0,0,6.74,2.14,0
20200807:0302,0,0,0,6.42,2.07,0
20200807:0402,0,0,0,6.19,2,0
20200807:0502,0,0,0,5.91,1.93,0
20200807:0602,54.42,19.91,4.71,5.37,1.93,0
20200807:0702,241.5,56.11,15.67,7.37,1.45,0
20200807:0802,347.52,76.03,25.4,11.46,1.24,0
20200807:0902,290.58,104.5,33.2,13.59,1.24,0
20200807:1002,1004.28,236.2,38.19,15.13,1.59,0
20200807:1102,1660.44,336.85,39.49,16.19,1.79,0
20200807:1202,2045.4,395.72,36.83,16.68,1.72,0
20200807:1302,2112.12,403.45,30.75,16.73,1.52,0
20200807:1402,1866.36,358.49,22.19,16.37,1.86,0
20200807:1502,146.46,39.82,11.97,15.45,2.41,0
20200807:1602,0,0,0,13.97,2.9,0
20200807:1702,0,0,0,12.72,3.52,0
20200807:1802,0,0,0,11.94,3.93,0
20200807:1902,0,0,0,12,4.28,0
20200807:2002,0,0,0,11.38,4.34,0
20200807:2102,0,0,0,10.77,4.07,0
20200807:2202,0,0,0,10.02,3.59,0
20200807:2302,0,0,0,9.26,2.97,0
20200808:0002,0,0,0,8.22,2.62,0
20200808:0102,0,0,0,7.21,2.62,0
20200808:0202,0,0,0,6.59,2.76,0
20200808:0302,0,0,0,6.39,2.97,0
20200808:0402,0,0,0,6.36,3.03,0
20200808:0502,0,0,0,6.2,2.83,0
20200808:0602,66.84,22.63,4.91,6,2.48,0
20200808:0702,347.46,75.12,15.89,8.74,2.14,0
20200808:0802,644.52,128.52,25.64,13.96,2,0
20200808:0902,499.5,136.65,33.47,17.48,2.69,0
20200808:1002,1121.7,251.86,38.47,19.56,5.24,0
20200808:1102,1721.22,342.93,39.77,20.04,8.21,0
20200808:1202,2080.86,394.88,37.09,19.53,9.17,0
20200808:1302,2100.96,390.99,30.98,18.41,9.59,0
20200808:1402,1822.8,341.98,22.38,17.13,9.24,0
20200808:1502,306.54,69.69,12.13,15.94,9.66,0
20200808:1602,0,0,0,14.75,9.79,0
20200808:1702,0,0,0,13.89,9.93,0
20200808:1802,0,0,0,13.42,10.07,0
20200808:1902,0,0,0,13.11,9.93,0
20200808:2002,0,0,0,13.44,9.59,0
20200808:2102,0,0,0,13.44,8.48,0
20200808:2202,0,0,0,13.42,8.14,0
20200808:2302,0,0,0,12.99,8.14,0
20200809:0002,0,0,0,12.86,7.86,0
20200809:0102,0,0,0,12.47,7.86,0
20200809:0202,0,0,0,11.96,8.07,0
20200809:0302,0,0,0,12.02,7.72,0
20200809:0402,0,0,0,11.72,7.38,0
20200809:0502,0,0,0,11.91,7.86,0
20200809:0602,85.92,27.15,5.11,11.96,8.76,0
20200809:0702,337.56,74.22,16.1,12.43,9.17,0
20200809:0802,907.02,171.06,25.88,12.78,8.9,0
20200809:0902,1288.86,238.16,33.73,13.18,8.41,0
20200809:1002,1593.96,301.43,38.75,13.9,8.07,0
20200809:1102,1732.92,314.22,40.05,14.22,8.07,0
20200809:1202,1186.44,219.42,37.35,14.45,8.41,0
20200809:1302,1025.88,192.77,31.2,14.66,7.79,0
20200809:1402,127.5,35.95,22.57,14.93,6.62,0
20200809:1502,257.88,60.64,12.29,14.82,6.07,0
20200809:1602,0,0,0,13.99,5.38,0
20200809:1702,0,0,0,13.49,4.41,0
20200809:1802,0,0,0,13.32,4.07,0
20200809:1902,0,0,0,13.18,3.86,0
20200809:2002,0,0,0,13.27,3.45,0
20200809:2102,0,0,0,13.02,2.97,0
20200809:2202,0,0,0,12.55,2.62,0
20200809:2302,0,0,0,11.7,2.28,0
20200810:0002,0,0,0,10.92,2.14,0
20200810:0102,0,0,0,10.4,2.21,0
20200810:0202,0,0,0,10.69,2.14,0
20200810:0302,0,0,0,10.63,2.34,0
20200810:0402,0,0,0,10.7,2.76,0
20200810:0502,0,0,0,10.77,3.17,0
20200810:0602,65.04,22.63,5.31,10.85,3.79,0
20200810:0702,217.08,52.49,16.33,11.63,4.41,0
20200810:0802,341.46,75.12,26.13,12.77,5.03,0
20200810:0902,445.5,130.5,34.01,14.04,5.52,0
20200810:1002,1156.14,253.98,39.04,15.27,5.93,0
20200810:1102,1738.08,344.59,40.34,15.9,5.59,0
20200810:1202,2134.5,401.3,37.61,16.11,5.38,0
20200810:1302,2192.7,407.44,31.43,16.18,5.31,0
20200810:1402,1924.14,361.21,22.76,15.94,5.03,0
20200810:1502,188.94,47.97,12.45,15.39,4.48,0
20200810:1602,0,0,0,14.28,4.07,0
20200810:1702,0,0,0,13.27,3.66,0
20200810:1802,0,0,0,12.59,3.45,0
20200810:1902,0,0,0,11.88,3.17,0
20200810:2002,0,0,0,11.4,3.1,0
20200810:2102,0,0,0,11.14,3.38,0
20200810:2202,0,0,0,11.01,3.72,0
20200810:2302,0,0,0,10.81,4.14,0
20200811:0002,0,0,0,10.67,4.69,0
20200811:0102,0,0,0,10.51,5.31,0
20200811:0202,0,0,0,10.45,5.72,0
20200811:0302,0,0,0,10.63,5.66,0
20200811:0402,0,0,0,10.99,4.48,0
20200811:0502,0,0,0,11.84,3.59,0
20200811:0602,90,28.06,5.52,12.36,3.93,0
20200811:0702,381.78,82.36,16.56,13.29,5.45,0
20200811:0802,861.54,164.72,26.38,14.02,6,0
20200811:0902,1350.9,252.71,34.29,14.47,6.28,0
20200811:1002,1679.94,310.2,39.33,14.59,6.41,0
20200811:1102,1934.22,360.26,40.63,14.7,6.48,0
20200811:1202,2127.48,390.13,37.88,14.85,6.62,0
20200811:1302,1539.12,280.89,31.66,14.47,6.55,0
20200811:1402,439.86,92.71,22.95,13.95,6.07,0
20200811:1502,376.02,81.46,12.62,13.6,5.52,0
20200811:1602,0,0,0,13.21,5.1,0
20200811:1702,0,0,0,12.67,4.76,0
20200811:1802,0,0,0,12.48,4.41,0
20200811:1902,0,0,0,12.73,4.41,0
20200811:2002,0,0,0,12.5,4.14,0
20200811:2102,0,0,0,12.45,4,0
20200811:2202,0,0,0,12.33,3.79,0
20200811:2302,0,0,0,11.98,3.59,0
20200812:0002,0,0,0,11.87,3.66,0
20200812:0102,0,0,0,11.69,3.72,0
20200812:0202,0,0,0,11.69,3.79,0
20200812:0302,0,0,0,11.64,3.86,0
20200812:0402,0,0,0,11.55,3.93,0
20200812:0502,0,0,0,11.45,4.07,0
20200812:0602,99.24,29.87,5.73,11.57,4.34,0
20200812:0702,536.46,108.61,16.79,11.94,4.83,0
20200812:0802,768.36,148.43,26.64,13.08,5.66,0
20200812:0902,776.94,150.41,34.57,14.17,6.69,0
20200812:1002,508.62,105,39.63,15.13,8.14,0
20200812:1102,628.92,125.82,40.92,15.49,8.76,0
20200812:1202,1579.68,287.41,38.15,15.31,8.69,0
20200812:1302,1551.48,282.96,31.89,15.14,8.83,0
20200812:1402,853.56,164.03,23.15,14.81,8.69,0
20200812:1502,80.52,26.25,12.78,14.41,8.55,0
20200812:1602,0,0,0,13.83,7.93,0
20200812:1702,0,0,0,13.62,7.52,0
20200812:1802,0,0,0,13.79,7.31,0
20200812:1902,0,0,0,14.12,6.76,0
20200812:2002,0,0,0,14.34,5.66,0
20200812:2102,0,0,0,14,5.79,0
20200812:2202,0,0,0,13.45,5.52,0
20200812:2302,0,0,0,13.29,5.03,0
20200813:0002,0,0,0,13.07,4.69,0
20200813:0102,0,0,0,12.94,4.41,0
20200813:0202,0,0,0,12.85,4,0
20200813:0302,0,0,0,12.84,3.72,0
20200813:0402,0,0,0,12.84,3.52,0
20200813:0502,0,0,0,12.72,2.55,0
20200813:0602,116.76,33.49,5.95,12.02,1.31,0
20200813:0702,359.34,78.74,17.03,13.4,1.1,0
20200813:0802,1002.84,190.97,26.9,14.68,1.17,0
20200813:0902,879.12,195.48,34.85,15.22,1.66,0
20200813:1002,1387.74,286.41,39.94,15.57,2,0
20200813:1102,1927.62,368.03,41.22,15.82,2.69,0
20200813:1202,2188.8,409.24,38.42,16.02,3.31,0
20200813:1302,2271.06,421.64,32.13,15.98,3.66,0
20200813:1402,1995.66,373.04,23.34,15.69,3.72,0
20200813:1502,208.2,51.59,12.95,15.19,3.31,0
20200813:1602,0,0,0,14.28,2.76,0
20200813:1702,0,0,0,13.4,2.48,0
20200813:1802,0,0,0,12.07,2.21,0
20200813:1902,0,0,0,10.72,2.28,0
20200813:2002,0,0,0,9.84,2.34,0
20200813:2102,0,0,0,9.17,2.48,0
20200813:2202,0,0,0,8.73,2.69,0
20200813:2302,0,0,0,8.56,2.69,0
20200814:0002,0,0,0,8.78,2.69,0
20200814:0102,0,0,0,8.91,2.83,0
